id,user_id,product_id,gross_amount,discounts,transaction_date
TRX630737,SC1105072013001,4,31400.0,,2024-05-02
TRX630738,SC1105072013001,4,47800.0,7900.0,2024-06-21
TRX630739,SC1105072013001,4,27599.999999999996,12100.0,2024-09-01
TRX630740,SC1105072013001,5,56800.0,,2024-06-16
TRX630741,SC1105072013001,5,44700.0,,2024-03-10
TRX630742,SC1105072013001,5,58500.000000000015,20000.0,2024-06-24
TRX630743,SC1105072013001,6,8500.0,,2024-10-14
TRX630744,SC1105072013001,6,11399.999999999998,,2024-06-05
TRX630745,SC1105072013001,6,9200.0,,2024-07-17
TRX630746,SC1105072013001,6,900.000000000002,,2024-07-25
TRX630747,SC1105072013001,7,5600.000000000001,,2024-12-29
TRX630748,SC1105072013001,7,4400.0,,2024-06-22
TRX630749,SC1105072013001,8,44100.0,,2024-05-21
TRX630750,SC1105072013001,8,35900.0,10000.0,2024-01-31
TRX630751,SC1105072013001,10,4600.0,,2024-10-10
TRX630752,SC1105072013001,10,15400.0,,2024-06-14
TRX630753,SC1105072013001,12,15200.0,,2024-06-27
TRX630754,SC1105072013001,12,124300.0,,2024-06-24
TRX630755,SC1105072013001,12,500.0,500.0,2024-01-01
TRX630756,SC1105072013001,13,13500.0,,2024-12-18
TRX630757,SC1105072013001,13,6500.0,,2024-06-16
TRX630758,SC1105072013001,14,55599.99999999999,,2024-07-11
TRX630759,SC1105072013001,14,20700.0,,2024-07-30
TRX630760,SC1105072013001,14,93699.99999999999,20000.0,2024-07-18
TRX630761,SC1105072013001,16,2700.0,,2024-11-30
TRX630762,SC1105072013001,16,3000.0,,2024-07-27
TRX630763,SC1105072013001,16,3300.0,,2024-06-22
TRX630764,SC1105072013001,16,999.999999999997,,2024-04-26
TRX630765,SC1105072013001,17,93500.0,,2024-07-08
TRX630766,SC1105072013001,17,76200.0,,2024-10-08
TRX630767,SC1105072013001,17,300.0,300.0,2024-09-03
TRX630768,SC1105072013001,18,3900.0,,2024-02-04
TRX630769,SC1105072013001,18,9500.0,,2024-01-04
TRX630770,SC1105072013001,18,8400.0,,2024-05-24
TRX630771,SC1105072013001,18,8200.000000000002,,2024-03-20
TRX630772,SC1105072012003,1,109200.0,,2024-05-15
TRX630773,SC1105072012003,1,131100.0,,2024-03-23
TRX630774,SC1105072012003,1,59700.0,40000.0,2024-12-04
TRX630775,SC1105072012003,2,12700.0,,2024-08-31
TRX630776,SC1105072012003,2,26700.0,,2024-08-01
TRX630777,SC1105072012003,2,9700.0,6100.0,2024-04-08
TRX630778,SC1105072012003,2,20900.0,13899.999999999998,2024-04-24
TRX630779,SC1105072012003,3,104400.0,,2024-09-25
TRX630780,SC1105072012003,3,64200.0,,2024-10-30
TRX630781,SC1105072012003,3,104300.0,,2024-02-19
TRX630782,SC1105072012003,3,77100.0,,2024-05-22
TRX630783,SC1105072012003,4,102600.0,,2024-03-09
TRX630784,SC1105072012003,4,67100.0,,2024-07-06
TRX630785,SC1105072012003,4,56800.0,24800.0,2024-03-04
TRX630786,SC1105072012003,4,73500.00000000001,15200.0,2024-11-09
TRX630787,SC1105072012003,5,4800.0,,2024-05-13
TRX630788,SC1105072012003,5,17800.0,,2024-04-10
TRX630789,SC1105072012003,5,27400.000000000004,10000.0,2024-06-29
TRX630790,SC1105072012003,8,9900.0,,2024-03-20
TRX630791,SC1105072012003,8,9800.0,,2024-05-01
TRX630792,SC1105072012003,8,7600.0,,2024-06-27
TRX630793,SC1105072012003,8,12700.0,,2024-03-15
TRX630794,SC1105072012003,12,55000.0,,2024-05-02
TRX630795,SC1105072012003,12,565000.0,20000.0,2024-05-15
TRX630796,SC1105072012003,14,8400.0,,2024-01-13
TRX630797,SC1105072012003,14,10300.0,,2024-05-16
TRX630798,SC1105072012003,14,1300.0,,2024-09-27
TRX630799,SC1105072012003,17,24100.0,,2024-12-21
TRX630800,SC1105072012003,17,88600.0,,2024-07-05
TRX630801,SC1105072012003,17,33400.0,22900.0,2024-04-07
TRX630802,SC1105072012003,17,33900.0,17100.0,2024-04-06
TRX630803,SC1105072012003,18,5200.0,,2024-12-11
TRX630804,SC1105072012003,18,4800.0,,2024-12-20
TRX630805,SC1105072017001,1,12500.0,,2024-04-29
TRX630806,SC1105072017001,1,32700.0,,2024-04-14
TRX630807,SC1105072017001,1,112100.00000000001,10800.0,2024-01-22
TRX630808,SC1105072017001,1,142700.0,29200.0,2024-08-07
TRX630809,SC1105072017001,2,10200.0,,2024-12-17
TRX630810,SC1105072017001,2,14300.0,,2024-10-16
TRX630811,SC1105072017001,2,3100.0,3100.0,2024-09-01
TRX630812,SC1105072017001,2,12400.000000000002,6899.999999999999,2024-12-26
TRX630813,SC1105072017001,3,125500.0,,2024-07-11
TRX630814,SC1105072017001,3,34500.0,,2024-07-27
TRX630815,SC1105072017001,4,18000.0,,2024-06-10
TRX630816,SC1105072017001,4,129800.0,,2024-02-04
TRX630817,SC1105072017001,4,92200.0,30000.0,2024-08-12
TRX630818,SC1105072017001,5,75400.0,,2024-05-23
TRX630819,SC1105072017001,5,34600.0,,2024-10-10
TRX630820,SC1105072017001,6,2700.0,,2024-05-09
TRX630821,SC1105072017001,6,2400.0,,2024-01-26
TRX630822,SC1105072017001,6,2800.0000000000005,,2024-03-22
TRX630823,SC1105072017001,6,2100.0,,2024-07-11
TRX630824,SC1105072017001,7,4300.0,,2024-03-03
TRX630825,SC1105072017001,7,5699.999999999999,,2024-04-23
TRX630826,SC1105072017001,12,149500.0,,2024-09-13
TRX630827,SC1105072017001,12,40500.0,10000.0,2024-09-30
TRX630828,SC1105072017001,13,3700.0,,2024-01-23
TRX630829,SC1105072017001,13,1800.0,,2024-10-28
TRX630830,SC1105072017001,13,4500.0,,2024-12-01
TRX630831,SC1105072017001,14,2800.0000000000005,,2024-11-02
TRX630832,SC1105072017001,14,45800.0,,2024-10-01
TRX630833,SC1105072017001,14,15800.0,4600.0,2024-12-26
TRX630834,SC1105072017001,14,45599.99999999999,5400.0,2024-03-29
TRX630835,SC1105072017001,15,,,2024-10-29
TRX630836,SC1105072017001,15,4900.0,,2024-07-21
TRX630837,SC1105072017001,15,3300.0,,2024-02-07
TRX630838,SC1105072017001,15,1799.999999999999,,2024-10-26
TRX630839,SC1105072017001,17,38900.0,,2024-12-25
TRX630840,SC1105072017001,17,10500.0,,2024-12-20
TRX630841,SC1105072017001,17,40400.0,4900.0,2024-12-07
TRX630842,SC1105072017001,17,50199.99999999999,5100.0,2024-12-04
TRX630843,SC1105072023001,1,195300.0,,2024-11-08
TRX630844,SC1105072023001,1,166100.0,,2024-08-12
TRX630845,SC1105072023001,1,18600.0,10000.0,2024-04-04
TRX630846,SC1105072023001,2,6200.0,,2024-04-07
TRX630847,SC1105072023001,2,7900.0,,2024-05-13
TRX630848,SC1105072023001,2,5900.0,5900.0,2024-05-26
TRX630849,SC1105072023001,3,418900.0,,2024-01-22
TRX630850,SC1105072023001,3,191100.0,10000.0,2024-10-01
TRX630851,SC1105072023001,4,194800.0,,2024-03-17
TRX630852,SC1105072023001,4,195200.0,20000.0,2024-04-12
TRX630853,SC1105072023001,5,4500.0,,2024-09-04
TRX630854,SC1105072023001,5,38000.0,,2024-03-23
TRX630855,SC1105072023001,5,101600.0,40700.0,2024-06-20
TRX630856,SC1105072023001,5,45900.0,29300.0,2024-01-12
TRX630857,SC1105072023001,8,80100.0,,2024-11-13
TRX630858,SC1105072023001,8,139900.0,50000.0,2024-01-09
TRX630859,SC1105072023001,11,11600.0,,2024-12-03
TRX630860,SC1105072023001,11,3600.0,,2024-12-08
TRX630861,SC1105072023001,11,14800.000000000002,10000.0,2024-11-02
TRX630862,SC1105072023001,12,272200.0,,2024-05-05
TRX630863,SC1105072023001,12,45700.0,,2024-05-27
TRX630864,SC1105072023001,12,12100.0,12100.0,2024-05-07
TRX630865,SC1105072023001,13,5900.0,,2024-05-23
TRX630866,SC1105072023001,13,4500.0,,2024-10-03
TRX630867,SC1105072023001,13,6100.0,,2024-04-23
TRX630868,SC1105072023001,13,3500.0,,2024-10-18
TRX630869,SC1105072023001,14,13700.000000000002,,2024-07-16
TRX630870,SC1105072023001,14,25299.999999999996,,2024-05-20
TRX630871,SC1105072023001,14,1000.0,1000.0,2024-08-05
TRX630872,SC1105072023001,15,9000.0,,2024-10-12
TRX630873,SC1105072023001,15,1500.0,,2024-11-09
TRX630874,SC1105072023001,15,7400.0,,2024-12-24
TRX630875,SC1105072023001,15,2099.999999999997,,2024-12-09
TRX630876,SC1105072023001,17,2700.0,,2024-07-03
TRX630877,SC1105072023001,17,64100.0,,2024-09-19
TRX630878,SC1105072023001,17,93200.0,20000.0,2024-09-28
TRX630879,SC1105072023001,18,24900.000000000004,,2024-04-19
TRX630880,SC1105072023001,18,14900.0,,2024-03-04
TRX630881,SC1105072023001,18,15700.0,,2024-04-06
TRX630882,SC1105072023001,18,14499.999999999993,,2024-03-15
TRX630883,SC1105072023002,1,144600.0,,2024-12-13
TRX630884,SC1105072023002,1,505400.0,20000.0,2024-10-20
TRX630885,SC1105072023002,2,8100.000000000001,,2024-11-16
TRX630886,SC1105072023002,2,41900.00000000001,10000.0,2024-10-10
TRX630887,SC1105072023002,3,137700.0,,2024-08-12
TRX630888,SC1105072023002,3,163200.0,,2024-03-06
TRX630889,SC1105072023002,3,51600.0,8000.0,2024-03-19
TRX630890,SC1105072023002,3,57500.0,22000.0,2024-02-22
TRX630891,SC1105072023002,4,80100.0,,2024-12-19
TRX630892,SC1105072023002,4,82600.0,,2024-06-10
TRX630893,SC1105072023002,4,77300.0,30000.0,2024-10-17
TRX630894,SC1105072023002,5,161300.0,,2024-09-18
TRX630895,SC1105072023002,5,98699.99999999999,30000.0,2024-01-31
TRX630896,SC1105072023002,8,60199.99999999999,,2024-09-10
TRX630897,SC1105072023002,8,5100.0,,2024-09-10
TRX630898,SC1105072023002,8,42100.0,1000.0,2024-01-02
TRX630899,SC1105072023002,8,62600.0,9000.0,2024-02-23
TRX630900,SC1105072023002,11,4100.0,,2024-05-02
TRX630901,SC1105072023002,11,7300.0,,2024-05-13
TRX630902,SC1105072023002,11,2600.0,2600.0,2024-01-16
TRX630903,SC1105072023002,11,6000.0,6000.0,2024-10-02
TRX630904,SC1105072023002,12,128699.99999999999,,2024-07-03
TRX630905,SC1105072023002,12,8500.0,,2024-09-02
TRX630906,SC1105072023002,12,111600.0,41700.0,2024-09-06
TRX630907,SC1105072023002,12,121200.00000000004,18300.0,2024-12-12
TRX630908,SC1105072023002,14,400.0,,2024-02-09
TRX630909,SC1105072023002,14,40800.0,,2024-09-11
TRX630910,SC1105072023002,14,1700.0000000000002,1700.0000000000002,2024-09-22
TRX630911,SC1105072023002,14,17100.0,8300.0,2024-08-16
TRX630912,SC1105072023002,17,99500.0,,2024-01-05
TRX630913,SC1105072023002,17,120500.0,30000.0,2024-04-11
TRX630914,SC1105072023002,18,500.0,,2024-06-02
TRX630915,SC1105072023002,18,12800.0,,2024-01-30
TRX630916,SC1105072023002,18,6700.0,6700.0,2024-06-17
TRX630917,SC1105072025001,1,44600.0,,2024-01-10
TRX630918,SC1105072025001,1,56600.0,,2024-04-08
TRX630919,SC1105072025001,1,178800.0,20000.0,2024-05-24
TRX630920,SC1105072025001,2,93800.00000000001,,2024-04-14
TRX630921,SC1105072025001,2,56200.0,40000.0,2024-10-31
TRX630922,SC1105072025001,3,89300.0,,2024-10-28
TRX630923,SC1105072025001,3,80700.0,20000.0,2024-11-25
TRX630924,SC1105072025001,4,324700.0,,2024-05-14
TRX630925,SC1105072025001,4,135300.0,60000.0,2024-01-17
TRX630926,SC1105072025001,5,6500.0,,2024-11-29
TRX630927,SC1105072025001,5,30400.0,,2024-09-10
TRX630928,SC1105072025001,5,13100.0,10000.0,2024-05-18
TRX630929,SC1105072025001,8,30099.999999999996,,2024-04-30
TRX630930,SC1105072025001,8,17300.0,,2024-03-31
TRX630931,SC1105072025001,8,24300.0,6700.0,2024-02-08
TRX630932,SC1105072025001,8,18300.0,3300.0,2024-10-19
TRX630933,SC1105072025001,12,4300.0,,2024-11-26
TRX630934,SC1105072025001,12,2500.0,,2024-02-05
TRX630935,SC1105072025001,12,7500.0,,2024-11-28
TRX630936,SC1105072025001,12,25700.0,,2024-11-10
TRX630937,SC1105072025001,13,1500.0,,2024-10-08
TRX630938,SC1105072025001,13,9400.0,,2024-06-05
TRX630939,SC1105072025001,13,9100.0,,2024-03-31
TRX630940,SC1105072025001,14,82800.0,,2024-06-05
TRX630941,SC1105072025001,14,37200.0,20000.0,2024-04-09
TRX630942,SC1105072025001,15,300.0,,2024-07-03
TRX630943,SC1105072025001,15,8500.0,,2024-03-17
TRX630944,SC1105072025001,15,11200.000000000002,,2024-05-17
TRX630945,SC1105072025001,17,62000.0,,2024-11-02
TRX630946,SC1105072025001,17,56800.0,,2024-11-03
TRX630947,SC1105072025001,17,104800.0,33599.99999999997,2024-12-02
TRX630948,SC1105072025001,17,46400.00000000002,46400.00000000002,2024-06-07
TRX630949,SC1105072025001,18,6300.0,,2024-08-12
TRX630950,SC1105072025001,18,21000.0,,2024-10-27
TRX630951,SC1105072025001,18,22700.0,,2024-06-04
TRX630952,SC1105062001001,1,54400.00000000001,,2024-07-05
TRX630953,SC1105062001001,1,41100.0,,2024-12-30
TRX630954,SC1105062001001,1,63300.0,38800.0,2024-12-24
TRX630955,SC1105062001001,1,21200.0,21200.0,2024-09-17
TRX630956,SC1105062001001,2,15300.0,,2024-10-19
TRX630957,SC1105062001001,2,74700.0,50000.0,2024-03-12
TRX630958,SC1105062001001,3,41900.00000000001,,2024-03-17
TRX630959,SC1105062001001,3,79400.0,,2024-05-22
TRX630960,SC1105062001001,3,28700.0,,2024-01-09
TRX630961,SC1105062001001,4,270700.0,,2024-03-10
TRX630962,SC1105062001001,4,65700.0,,2024-07-20
TRX630963,SC1105062001001,4,275300.0,14200.0,2024-10-16
TRX630964,SC1105062001001,4,168299.99999999997,15800.0,2024-04-04
TRX630965,SC1105062001001,5,15200.0,,2024-07-30
TRX630966,SC1105062001001,5,18500.0,,2024-07-15
TRX630967,SC1105062001001,5,8500.0,8500.0,2024-06-10
TRX630968,SC1105062001001,5,17800.0,1500.0,2024-12-01
TRX630969,SC1105062001001,8,27700.0,,2024-11-16
TRX630970,SC1105062001001,8,57600.0,,2024-11-08
TRX630971,SC1105062001001,8,14700.0,14700.0,2024-06-03
TRX630972,SC1105062001001,12,,,2024-09-22
TRX630973,SC1105062001001,12,,,2024-04-21
TRX630974,SC1105062001001,13,,,2024-10-21
TRX630975,SC1105062001001,13,,,2024-09-21
TRX630976,SC1105062001001,17,,,2024-02-01
TRX630977,SC1105062001001,17,,,2024-06-19
TRX630978,SC1105062003002,1,91800.0,,2024-01-14
TRX630979,SC1105062003002,1,608200.0,30000.0,2024-05-26
TRX630980,SC1105062003002,2,8900.0,,2024-04-25
TRX630981,SC1105062003002,2,8800.0,,2024-11-09
TRX630982,SC1105062003002,2,15300.0,15300.0,2024-12-10
TRX630983,SC1105062003002,2,7000.0,4700.0,2024-10-13
TRX630984,SC1105062003002,3,40500.0,,2024-06-08
TRX630985,SC1105062003002,3,11100.000000000002,,2024-09-17
TRX630986,SC1105062003002,3,68400.0,10000.0,2024-03-07
TRX630987,SC1105062003002,4,281500.0,,2024-01-08
TRX630988,SC1105062003002,4,108500.0,10000.0,2024-01-23
TRX630989,SC1105062003002,5,18700.0,,2024-07-16
TRX630990,SC1105062003002,5,22300.0,,2024-07-23
TRX630991,SC1105062003002,5,19000.0,10000.0,2024-10-09
TRX630992,SC1105062003002,8,17600.0,,2024-12-28
TRX630993,SC1105062003002,8,19000.0,,2024-04-30
TRX630994,SC1105062003002,8,43400.0,20000.0,2024-08-25
TRX630995,SC1105062003002,12,39700.0,,2024-09-17
TRX630996,SC1105062003002,12,114500.0,,2024-12-17
TRX630997,SC1105062003002,12,35800.0,10000.0,2024-11-09
TRX630998,SC1105062003002,14,81000.0,,2024-01-09
TRX630999,SC1105062003002,14,19000.0,,2024-06-18
TRX631000,SC1105062003002,15,16700.0,,2024-01-06
TRX631001,SC1105062003002,15,13300.0,10000.0,2024-05-01
TRX631002,SC1105062003002,17,7300.0,,2024-03-16
TRX631003,SC1105062003002,17,33700.0,,2024-07-16
TRX631004,SC1105062003002,17,9000.0,,2024-04-13
TRX631005,SC1105062004002,1,67000.0,,2024-07-02
TRX631006,SC1105062004002,1,42200.0,,2024-10-26
TRX631007,SC1105062004002,1,80800.0,30000.0,2024-04-28
TRX631008,SC1105062004002,2,33300.0,,2024-02-23
TRX631009,SC1105062004002,2,14400.0,,2024-11-09
TRX631010,SC1105062004002,2,33600.0,16900.0,2024-02-06
TRX631011,SC1105062004002,2,8700.000000000002,3100.0,2024-09-19
TRX631012,SC1105062004002,3,13799.999999999998,,2024-12-07
TRX631013,SC1105062004002,3,6200.0,,2024-08-14
TRX631014,SC1105062004002,4,511700.0,,2024-09-24
TRX631015,SC1105062004002,4,178299.99999999997,50000.0,2024-01-06
TRX631016,SC1105062004002,5,33400.0,,2024-08-15
TRX631017,SC1105062004002,5,14800.0,,2024-01-03
TRX631018,SC1105062004002,5,71800.0,30000.0,2024-10-07
TRX631019,SC1105062004002,6,8200.0,,2024-01-22
TRX631020,SC1105062004002,6,1800.0,,2024-11-30
TRX631021,SC1105062004002,7,8300.0,,2024-11-09
TRX631022,SC1105062004002,7,600.0,,2024-10-07
TRX631023,SC1105062004002,7,1100.000000000001,,2024-03-08
TRX631024,SC1105062004002,8,11299.999999999998,,2024-10-31
TRX631025,SC1105062004002,8,18600.0,,2024-08-30
TRX631026,SC1105062004002,8,20099.999999999996,,2024-05-30
TRX631027,SC1105062004002,12,61300.0,,2024-06-21
TRX631028,SC1105062004002,12,149800.0,,2024-11-23
TRX631029,SC1105062004002,12,25800.0,25800.0,2024-04-03
TRX631030,SC1105062004002,12,113100.00000000006,74200.0,2024-06-29
TRX631031,SC1105062004002,14,144500.0,,2024-09-20
TRX631032,SC1105062004002,14,165500.0,60000.0,2024-11-05
TRX631033,SC1105062004002,15,3100.0,,2024-06-01
TRX631034,SC1105062004002,15,6899.999999999999,,2024-11-27
TRX631035,SC1105062004002,17,36200.0,,2024-08-02
TRX631036,SC1105062004002,17,24200.0,,2024-12-23
TRX631037,SC1105062004002,17,9600.0,,2024-03-28
TRX631038,SC1105062007001,1,130100.0,,2024-05-06
TRX631039,SC1105062007001,1,59900.0,10000.0,2024-12-11
TRX631040,SC1105062007001,2,12800.0,,2024-12-17
TRX631041,SC1105062007001,2,3900.0,,2024-07-23
TRX631042,SC1105062007001,2,3300.0,3300.0,2024-01-16
TRX631043,SC1105062007001,3,40500.0,,2024-12-10
TRX631044,SC1105062007001,3,299500.0,10000.0,2024-12-08
TRX631045,SC1105062007001,4,69400.0,,2024-12-28
TRX631046,SC1105062007001,4,138400.0,,2024-12-12
TRX631047,SC1105062007001,4,293300.0,24600.0,2024-11-08
TRX631048,SC1105062007001,4,128900.0,5400.0,2024-03-05
TRX631049,SC1105062007001,5,2500.0,,2024-07-31
TRX631050,SC1105062007001,5,9100.0,,2024-12-05
TRX631051,SC1105062007001,5,9500.0,,2024-08-22
TRX631052,SC1105062007001,5,18900.0,,2024-03-04
TRX631053,SC1105062007001,8,29400.0,,2024-07-19
TRX631054,SC1105062007001,8,7600.0,,2024-02-23
TRX631055,SC1105062007001,8,48700.0,,2024-08-17
TRX631056,SC1105062007001,8,14300.0,,2024-08-22
TRX631057,SC1105062007001,12,37700.0,,2024-07-21
TRX631058,SC1105062007001,12,30700.0,,2024-02-19
TRX631059,SC1105062007001,12,8600.0,400.0,2024-11-15
TRX631060,SC1105062007001,12,33000.0,9600.0,2024-09-19
TRX631061,SC1105062007001,14,38700.0,,2024-12-30
TRX631062,SC1105062007001,14,11299.999999999998,10000.0,2024-08-10
TRX631063,SC1105062007001,17,18300.0,,2024-07-15
TRX631064,SC1105062007001,17,21700.0,10000.0,2024-07-10
TRX631065,SC1105062007001,18,56400.0,,2024-04-07
TRX631066,SC1105062007001,18,131300.0,,2024-12-24
TRX631067,SC1105062007001,18,102300.0,10000.0,2024-09-19
TRX631068,SC1105062008001,1,252000.0,,2024-06-15
TRX631069,SC1105062008001,1,58000.0,40000.0,2024-01-06
TRX631070,SC1105062008001,2,24200.0,,2024-11-29
TRX631071,SC1105062008001,2,13400.0,,2024-09-19
TRX631072,SC1105062008001,2,32400.000000000004,10000.0,2024-10-04
TRX631073,SC1105062008001,3,16299.999999999998,,2024-04-30
TRX631074,SC1105062008001,3,14600.0,,2024-01-08
TRX631075,SC1105062008001,3,39100.0,,2024-03-20
TRX631076,SC1105062008001,4,216200.0,,2024-11-12
TRX631077,SC1105062008001,4,104500.0,,2024-06-30
TRX631078,SC1105062008001,4,385100.0,46600.0,2024-09-27
TRX631079,SC1105062008001,4,134200.0,3400.0000000000005,2024-11-20
TRX631080,SC1105062008001,5,36600.0,,2024-07-03
TRX631081,SC1105062008001,5,18200.0,,2024-05-30
TRX631082,SC1105062008001,5,18800.0,17400.0,2024-09-20
TRX631083,SC1105062008001,5,16400.0,12600.0,2024-06-03
TRX631084,SC1105062008001,6,9200.0,,2024-06-25
TRX631085,SC1105062008001,6,800.0,,2024-07-27
TRX631086,SC1105062008001,7,6800.000000000001,,2024-01-12
TRX631087,SC1105062008001,7,5100.0,,2024-01-06
TRX631088,SC1105062008001,7,18100.0,,2024-09-08
TRX631089,SC1105062008001,8,36800.0,,2024-12-23
TRX631090,SC1105062008001,8,64700.0,,2024-03-20
TRX631091,SC1105062008001,8,133000.0,15200.0,2024-03-28
TRX631092,SC1105062008001,8,25499.999999999985,24800.0,2024-11-13
TRX631093,SC1105062008001,10,8400.0,,2024-12-04
TRX631094,SC1105062008001,10,1600.0,,2024-08-26
TRX631095,SC1105062008001,12,20500.0,,2024-08-31
TRX631096,SC1105062008001,12,63000.0,,2024-07-10
TRX631097,SC1105062008001,12,76500.0,50000.0,2024-05-29
TRX631098,SC1105062008001,13,5400.0,,2024-04-30
TRX631099,SC1105062008001,13,4600.0,,2024-04-29
TRX631100,SC1105062008001,13,6400.0,,2024-09-26
TRX631101,SC1105062008001,13,3599.9999999999973,,2024-02-23
